,furnished,price,n_mean_price,neighbourhood,n_numb_temp,temporal,n_unemployment_relative,d_numb_temp,district,d_mean_price,bedrooms,bathrooms,square_meters,elevator,age_building,balcony,parking,heating,metro,energy_ratings,flat,floor_number,real_estate_agency,n_metro_stations,n_pop,n_pop_rel,n_disposable_income,n_unemployment,n_primary_educ,n_green_areas,n_mean_n02pp,n_spanish,n_popdensity,n_mean_age_flats,n_contracts,n_retail_stores,n_services,d_pop,d_pop_rel,d_avgmonth_income,d_noise_complaints,d_crime_rate,d_without_studies,d_primary_studies,d_secondary_studies,d_baccalaureate,d_university,d_no_spec,d_num_trees,d_mean_n02pp,d_spanish,d_metro_stations,d_poverty_risk,d_unemployment,d_unemployment_relative
I598-3,1,1395,1582,Hostafrancs,"3,00",1,"0,00",22,Sants-Montjuïc,"1497,669492",2,1,70,1,NA,1,0,1,0,E,1,Fourth floor,1,4,"15,86",,"19,678","0,79","0,272","0,0016",26-30,"73,26",386,70,"0,0097",51,114,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
hostafrancs bajos,1,1500,1582,Hostafrancs,"3,00",0,"0,00",22,Sants-Montjuïc,"1497,669492",1,1,50,1,NA,0,0,1,0,,1,Ground floor,1,4,"15,86",,"19,678","0,79","0,272","0,0016",26-30,"73,26",386,70,"0,0097",51,114,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
CREUCOBERTA,1,1400,1582,Hostafrancs,"3,00",0,"0,00",22,Sants-Montjuïc,"1497,669492",2,1,62,1,17,1,0,1,1,G,1,Fourth floor,1,4,"15,86",,"19,678","0,79","0,272","0,0016",26-30,"73,26",386,70,"0,0097",51,114,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
ODCB3,1,730,1582,Hostafrancs,"3,00",0,"0,00",22,Sants-Montjuïc,"1497,669492",1,1,28,1,69,0,0,1,0,,1,Third floor,1,4,"15,86",,"19,678","0,79","0,272","0,0016",26-30,"73,26",386,70,"0,0097",51,114,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
2110/21100008/43,0,1025,1582,Hostafrancs,"3,00",0,"0,00",22,Sants-Montjuïc,"1497,669492",2,1,68,0,113,0,1,0,0,E,1,Fifth floor,1,4,"15,86",,"19,678","0,79","0,272","0,0016",26-30,"73,26",386,70,"0,0097",51,114,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
AVIV0081D,1,2400,1582,Hostafrancs,"3,00",0,"0,00",22,Sants-Montjuïc,"1497,669492",5,2,136,1,NA,1,0,1,1,C,1,First floor,1,4,"15,86",,"19,678","0,79","0,272","0,0016",26-30,"73,26",386,70,"0,0097",51,114,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
100552457,1,1490,1582,Hostafrancs,"3,00",0,"0,00",22,Sants-Montjuïc,"1497,669492",2,2,65,1,21,1,0,1,0,ET,1,Fourth floor,1,4,"15,86",,"19,678","0,79","0,272","0,0016",26-30,"73,26",386,70,"0,0097",51,114,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
100622690,1,2450,1582,Hostafrancs,"3,00",0,"0,00",22,Sants-Montjuïc,"1497,669492",5,3,150,0,31,1,0,1,0,F,1,,1,4,"15,86",,"19,678","0,79","0,272","0,0016",26-30,"73,26",386,70,"0,0097",51,114,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
T14861-2,1,1695,1582,Hostafrancs,"3,00",1,"0,00",22,Sants-Montjuïc,"1497,669492",2,1,60,1,NA,1,0,1,1,ET,1,Third floor,1,4,"15,86",,"19,678","0,79","0,272","0,0016",26-30,"73,26",386,70,"0,0097",51,114,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
I16449-4,1,1495,1582,Hostafrancs,"3,00",1,"0,00",22,Sants-Montjuïc,"1497,669492",2,1,81,0,NA,1,0,1,0,D,1,Third floor,1,4,"15,86",,"19,678","0,79","0,272","0,0016",26-30,"73,26",386,70,"0,0097",51,114,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
b-1562,1,1800,1582,Hostafrancs,"3,00",0,"0,00",22,Sants-Montjuïc,"1497,669492",2,1,62,1,30,1,0,1,0,D,1,First floor,1,4,"15,86",,"19,678","0,79","0,272","0,0016",26-30,"73,26",386,70,"0,0097",51,114,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
I9872-5,1,1650,"1633,666667",La Bordeta ,"3,00",0,"0,00",22,Sants-Montjuïc,"1497,669492",3,2,77,1,NA,1,0,1,1,F,1,Fourth floor,1,1,"19,23",,"19,998","0,927","0,283","0,0122",21-25,"83,89",337,52,"0,0145",305,424,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
TA1CON296e,1,1595,"1633,666667",La Bordeta ,"3,00",1,"0,00",22,Sants-Montjuïc,"1497,669492",3,2,75,1,NA,0,0,1,0,E,1,First floor,1,1,"19,23",,"19,998","0,927","0,283","0,0122",21-25,"83,89",337,52,"0,0145",305,424,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
100976655,0,2100,"1633,666667",La Bordeta ,"3,00",0,"0,00",22,Sants-Montjuïc,"1497,669492",2,1,66,1,1,1,1,1,0,A,1,Third floor,1,1,"19,23",,"19,998","0,927","0,283","0,0122",21-25,"83,89",337,52,"0,0145",305,424,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
341,1,1750,"1633,666667",La Bordeta ,"3,00",0,"0,00",22,Sants-Montjuïc,"1497,669492",3,2,103,1,NA,1,0,1,0,ET,1,Fourth floor,1,1,"19,23",,"19,998","0,927","0,283","0,0122",21-25,"83,89",337,52,"0,0145",305,424,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
101134953,0,2050,"1633,666667",La Bordeta ,"3,00",0,"0,00",22,Sants-Montjuïc,"1497,669492",3,2,101,1,1,1,1,1,0,A,1,First floor,1,1,"19,23",,"19,998","0,927","0,283","0,0122",21-25,"83,89",337,52,"0,0145",305,424,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
99534990,0,1425,"1633,666667",La Bordeta ,"3,00",0,"0,00",22,Sants-Montjuïc,"1497,669492",4,2,100,1,NA,1,1,0,0,G,1,Third floor,1,1,"19,23",,"19,998","0,927","0,283","0,0122",21-25,"83,89",337,52,"0,0145",305,424,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
T6602-4,1,1495,"1633,666667",La Bordeta ,"3,00",1,"0,00",22,Sants-Montjuïc,"1497,669492",2,1,60,1,NA,1,0,1,0,C,1,Fifth floor,1,1,"19,23",,"19,998","0,927","0,283","0,0122",21-25,"83,89",337,52,"0,0145",305,424,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
AT2202007,1,2295,"1633,666667",La Bordeta ,"3,00",1,"0,00",22,Sants-Montjuïc,"1497,669492",3,2,120,1,NA,1,0,1,0,E,1,First floor,1,1,"19,23",,"19,998","0,927","0,283","0,0122",21-25,"83,89",337,52,"0,0145",305,424,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
01-003-005,0,1200,"1633,666667",La Bordeta ,"3,00",0,"0,00",22,Sants-Montjuïc,"1497,669492",3,1,78,1,51,1,0,0,1,E,1,Third floor,1,1,"19,23",,"19,998","0,927","0,283","0,0122",21-25,"83,89",337,52,"0,0145",305,424,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
100971962,0,1450,"1633,666667",La Bordeta ,"3,00",0,"0,00",22,Sants-Montjuïc,"1497,669492",0,1,95,1,1,0,1,1,0,A,1,Ground floor,1,1,"19,23",,"19,998","0,927","0,283","0,0122",21-25,"83,89",337,52,"0,0145",305,424,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
PSM 231005A,0,950,"1633,666667",La Bordeta ,"3,00",0,"0,00",22,Sants-Montjuïc,"1497,669492",2,1,60,1,NA,0,0,1,0,ET,1,Second floor,1,1,"19,23",,"19,998","0,927","0,283","0,0122",21-25,"83,89",337,52,"0,0145",305,424,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
101122342,1,1300,"1633,666667",La Bordeta ,"3,00",0,"0,00",22,Sants-Montjuïc,"1497,669492",3,1,70,1,NA,1,0,1,0,B,1,Third floor,1,1,"19,23",,"19,998","0,927","0,283","0,0122",21-25,"83,89",337,52,"0,0145",305,424,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
150784,1,1300,"1633,666667",La Bordeta ,"3,00",0,"0,00",22,Sants-Montjuïc,"1497,669492",3,1,80,1,NA,1,0,1,0,E,1,Second floor,1,1,"19,23",,"19,998","0,927","0,283","0,0122",21-25,"83,89",337,52,"0,0145",305,424,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
vnt-inna,0,1100,"1633,666667",La Bordeta ,"3,00",0,"0,00",22,Sants-Montjuïc,"1497,669492",3,1,95,1,NA,1,0,0,0,C,1,Second floor,1,1,"19,23",,"19,998","0,927","0,283","0,0122",21-25,"83,89",337,52,"0,0145",305,424,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
3100/31000006/00001081,1,2845,"1633,666667",La Bordeta ,"3,00",0,"0,00",22,Sants-Montjuïc,"1497,669492",3,2,84,1,NA,1,0,1,0,A,1,Third floor,1,1,"19,23",,"19,998","0,927","0,283","0,0122",21-25,"83,89",337,52,"0,0145",305,424,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
2035,0,950,"1533,333333",Sants-Badal ,"2,00",0,"0,00",22,Sants-Montjuïc,"1497,669492",2,1,58,1,52,1,0,1,1,G,1,Sixth floor,1,1,"24,21",,"19,724","0,964","0,3","0,0012",21-25,"78,77",593,57,"0,0145",109,261,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
IBS-INVESTORS,1,1400,"1533,333333",Sants-Badal ,"2,00",0,"0,00",22,Sants-Montjuïc,"1497,669492",3,1,70,0,NA,1,0,0,1,F,1,Fourth floor,1,1,"24,21",,"19,724","0,964","0,3","0,0012",21-25,"78,77",593,57,"0,0145",109,261,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
A5033,0,950,"1533,333333",Sants-Badal ,"2,00",0,"0,00",22,Sants-Montjuïc,"1497,669492",3,1,60,0,NA,0,0,0,0,E,1,Third floor,1,1,"24,21",,"19,724","0,964","0,3","0,0012",21-25,"78,77",593,57,"0,0145",109,261,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
101137774,1,1350,"1533,333333",Sants-Badal ,"2,00",0,"0,00",22,Sants-Montjuïc,"1497,669492",2,1,70,1,NA,1,0,1,0,E,1,Second floor,1,1,"24,21",,"19,724","0,964","0,3","0,0012",21-25,"78,77",593,57,"0,0145",109,261,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
A13,0,1295,"1533,333333",Sants-Badal ,"2,00",0,"0,00",22,Sants-Montjuïc,"1497,669492",2,1,60,1,NA,1,0,1,0,ET,1,First floor,1,1,"24,21",,"19,724","0,964","0,3","0,0012",21-25,"78,77",593,57,"0,0145",109,261,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
CENTRAL-52579,0,1350,"1533,333333",Sants-Badal ,"2,00",0,"0,00",22,Sants-Montjuïc,"1497,669492",4,2,91,1,53,1,0,1,0,E,1,First floor,1,1,"24,21",,"19,724","0,964","0,3","0,0012",21-25,"78,77",593,57,"0,0145",109,261,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
98967189,1,2000,"1533,333333",Sants-Badal ,"2,00",1,"0,00",22,Sants-Montjuïc,"1497,669492",4,3,80,0,1,0,0,1,0,ET,1,Fifth floor,1,1,"24,21",,"19,724","0,964","0,3","0,0012",21-25,"78,77",593,57,"0,0145",109,261,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
101142024,0,950,"1533,333333",Sants-Badal ,"2,00",0,"0,00",22,Sants-Montjuïc,"1497,669492",2,1,53,1,NA,0,0,0,0,ET,1,First floor,1,1,"24,21",,"19,724","0,964","0,3","0,0012",21-25,"78,77",593,57,"0,0145",109,261,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
101179599,0,1510,"1533,333333",Sants-Badal ,"2,00",0,"0,00",22,Sants-Montjuïc,"1497,669492",2,2,95,1,NA,1,0,1,0,C,1,First floor,1,1,"24,21",,"19,724","0,964","0,3","0,0012",21-25,"78,77",593,57,"0,0145",109,261,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
I17574-5,1,1495,"1533,333333",Sants-Badal ,"2,00",1,"0,00",22,Sants-Montjuïc,"1497,669492",2,1,60,1,NA,0,0,0,1,F,1,First floor,1,1,"24,21",,"19,724","0,964","0,3","0,0012",21-25,"78,77",593,57,"0,0145",109,261,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
100835303,1,1450,"1533,333333",Sants-Badal ,"2,00",0,"0,00",22,Sants-Montjuïc,"1497,669492",4,3,110,1,31,1,0,1,1,ET,1,Fifth floor,1,1,"24,21",,"19,724","0,964","0,3","0,0012",21-25,"78,77",593,57,"0,0145",109,261,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
100850056,1,1500,"1533,333333",Sants-Badal ,"2,00",0,"0,00",22,Sants-Montjuïc,"1497,669492",3,1,65,0,NA,1,0,0,0,E,1,Fourth floor,1,1,"24,21",,"19,724","0,964","0,3","0,0012",21-25,"78,77",593,57,"0,0145",109,261,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
Sant Frederic,1,2600,"1533,333333",Sants-Badal ,"2,00",0,"0,00",22,Sants-Montjuïc,"1497,669492",4,2,93,0,54,1,0,1,0,B,1,First floor,1,1,"24,21",,"19,724","0,964","0,3","0,0012",21-25,"78,77",593,57,"0,0145",109,261,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
152837,1,2800,"1533,333333",Sants-Badal ,"2,00",0,"0,00",22,Sants-Montjuïc,"1497,669492",4,2,90,1,NA,1,0,1,0,D,1,Ground floor,1,1,"24,21",,"19,724","0,964","0,3","0,0012",21-25,"78,77",593,57,"0,0145",109,261,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
152868,1,1400,"1533,333333",Sants-Badal ,"2,00",0,"0,00",22,Sants-Montjuïc,"1497,669492",3,1,76,0,NA,1,0,0,0,F,1,Fourth floor,1,1,"24,21",,"19,724","0,964","0,3","0,0012",21-25,"78,77",593,57,"0,0145",109,261,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
LT923,1,1550,1563,Sants,"6,00",1,"0,00",22,Sants-Montjuïc,"1497,669492",1,1,41,0,87,1,0,0,0,ET,1,First floor,1,4,"43,03",,"21,686","1,865","0,246","0,014",21-25,"75,68",394,69,"0,029",229,392,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
Berlín ático,0,3300,1563,Sants,"6,00",0,"0,00",22,Sants-Montjuïc,"1497,669492",4,4,160,1,25,1,1,1,1,D,1,Fifth floor,1,4,"43,03",,"21,686","1,865","0,246","0,014",21-25,"75,68",394,69,"0,029",229,392,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
b89d2333eeb6247e1466,1,1800,1563,Sants,"6,00",1,"0,00",22,Sants-Montjuïc,"1497,669492",3,2,86,1,NA,1,0,1,1,ET,1,Third floor,1,4,"43,03",,"21,686","1,865","0,246","0,014",21-25,"75,68",394,69,"0,029",229,392,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
W-02RF6S,1,1900,1563,Sants,"6,00",0,"0,00",22,Sants-Montjuïc,"1497,669492",5,3,175,1,51,1,0,1,0,E,1,Sixth floor,1,4,"43,03",,"21,686","1,865","0,246","0,014",21-25,"75,68",394,69,"0,029",229,392,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
canalejas1c,1,1095,1563,Sants,"6,00",1,"0,00",22,Sants-Montjuïc,"1497,669492",1,1,52,0,NA,0,0,1,0,E,1,First floor,1,4,"43,03",,"21,686","1,865","0,246","0,014",21-25,"75,68",394,69,"0,029",229,392,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
I8622-2,1,1650,1563,Sants,"6,00",1,"0,00",22,Sants-Montjuïc,"1497,669492",2,1,80,1,NA,1,0,1,1,D,1,First floor,1,4,"43,03",,"21,686","1,865","0,246","0,014",21-25,"75,68",394,69,"0,029",229,392,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
bb8752cb9bbeba23fc46,1,1850,1563,Sants,"6,00",1,"0,00",22,Sants-Montjuïc,"1497,669492",0,1,97,0,NA,1,0,1,1,ET,1,Second floor,1,4,"43,03",,"21,686","1,865","0,246","0,014",21-25,"75,68",394,69,"0,029",229,392,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
IP-00878,1,1400,1563,Sants,"6,00",0,"0,00",22,Sants-Montjuïc,"1497,669492",3,1,70,1,61,1,0,1,0,E,1,Sixth floor,1,4,"43,03",,"21,686","1,865","0,246","0,014",21-25,"75,68",394,69,"0,029",229,392,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
50197-13,0,1100,1563,Sants,"6,00",0,"0,00",22,Sants-Montjuïc,"1497,669492",0,1,60,0,143,1,0,1,0,F,1,Second floor,1,4,"43,03",,"21,686","1,865","0,246","0,014",21-25,"75,68",394,69,"0,029",229,392,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
CB_BCN_0801_A,0,1400,1563,Sants,"6,00",0,"0,00",22,Sants-Montjuïc,"1497,669492",3,1,70,1,51,0,0,1,0,E,1,Fifth floor,1,4,"43,03",,"21,686","1,865","0,246","0,014",21-25,"75,68",394,69,"0,029",229,392,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
45826,1,1350,1563,Sants,"6,00",0,"0,00",22,Sants-Montjuïc,"1497,669492",3,2,108,1,37,1,0,1,0,ET,1,Third floor,1,4,"43,03",,"21,686","1,865","0,246","0,014",21-25,"75,68",394,69,"0,029",229,392,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
AMT-MEL11,1,1700,1563,Sants,"6,00",0,"0,00",22,Sants-Montjuïc,"1497,669492",1,1,52,1,NA,1,0,1,0,A,1,First floor,1,4,"43,03",,"21,686","1,865","0,246","0,014",21-25,"75,68",394,69,"0,029",229,392,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
SANTS PISO,0,1200,1563,Sants,"6,00",0,"0,00",22,Sants-Montjuïc,"1497,669492",3,1,85,1,NA,0,0,0,1,ET,1,Seventh floor,1,4,"43,03",,"21,686","1,865","0,246","0,014",21-25,"75,68",394,69,"0,029",229,392,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
A1902_033,1,1100,1563,Sants,"6,00",0,"0,00",22,Sants-Montjuïc,"1497,669492",1,1,55,1,94,1,0,1,0,E,1,Fifth floor,1,4,"43,03",,"21,686","1,865","0,246","0,014",21-25,"75,68",394,69,"0,029",229,392,"187,425","11,26228982","1,3103","28,91","13,68974256","0,02255908","0,1953097","0,24173916","0,24283191","0,28240744","0,01515271",16571,24,"0,75598045",17,"23,63",7386,"3,940776311"
